1,1,54.65,61.44,121.60999999999999,58.93000000000001,1,1,1.0
1,2,97.1,0.01,223.27,69.52,1,1,1.0
1,3,317.8,1.64,392.8,109.16,1,1,1.0
1,4,0.0,14.16,18.67,32.2,1,1,1.0
2,1,32.9,56.26,121.62,58.93,1,1,1.0
2,2,97.1,0.01,223.21,69.44999999999999,1,1,1.0
2,3,317.8,1.64,392.46,109.16,1,1,1.0
2,4,0.0,14.16,9.9,32.2,1,1,1.0
3,1,19.2,55.26,121.61999999999999,58.93,1,1,1.0
3,2,97.1,0.01,223.15,69.39,1,1,1.0
3,3,317.8,1.64,392.11999999999995,109.16,1,1,1.0
4,1,4.48,51.29,110.32,52.71,1,1,1.0
4,2,97.1,0.01,223.08,69.32,1,1,1.0
4,3,317.8,1.64,391.78000000000003,109.16,1,1,1.0
5,1,0.0,50.73,93.3,51.57,1,1,1.0
5,2,97.1,0.01,223.02,69.25999999999999,1,1,1.0
5,3,317.8,1.64,391.44,109.16,1,1,1.0
6,1,0.0,48.46,74.0,44.74,1,1,1.0
6,2,97.1,0.01,222.96,69.19,1,1,1.0
6,3,317.8,1.64,391.09999999999997,109.16,1,1,1.0
7,1,0.0,45.19,57.6,44.71000000000001,1,1,1.0
7,2,97.1,0.01,222.89000000000001,69.13,1,1,1.0
7,3,317.8,1.64,390.75999999999993,109.16,1,1,1.0
8,1,0.0,44.53,43.8,42.06999999999999,1,1,1.0
8,2,97.1,0.01,222.83,69.05999999999999,1,1,1.0
8,3,317.8,1.64,390.42,109.16,1,1,1.0
9,1,0.0,44.53,27.4,40.06999999999999,1,1,1.0
9,2,97.1,0.01,222.77,69.0,1,1,1.0
9,3,317.8,1.64,390.08,109.16,1,1,1.0
10,1,0.0,44.53,13.2,35.97,1,1,1.0
10,2,97.1,0.01,222.70000000000002,68.92999999999999,1,1,1.0
10,3,317.8,1.64,389.73999999999995,109.16,1,1,1.0
10,5,917.02,191.63,31.460000000000036,75.09000000000003,1,1,1.0
11,2,97.1,0.01,222.64000000000001,68.86999999999999,1,1,1.0
11,3,317.8,1.64,389.40000000000003,109.16,1,1,1.0
11,5,875.4,183.5,84.60000000000002,83.22000000000003,1,1,1.0
12,2,97.1,0.01,222.58,68.8,1,1,1.0
12,3,317.8,1.64,389.06,109.16,1,1,1.0
12,5,821.6,167.3,138.39999999999998,99.42000000000002,1,1,1.0
13,2,97.1,0.01,222.51000000000002,68.74,1,1,1.0
13,3,317.8,1.64,388.71999999999997,109.16,1,1,1.0
13,5,781.01,155.12,178.99,108.57999999999998,1,1,1.0
14,2,97.1,0.01,222.45000000000002,68.67,1,1,1.0
14,3,317.8,1.64,388.37999999999994,109.16,1,1,1.0
14,5,735.3,153.1,224.70000000000005,115.70000000000002,1,1,1.0
14,6,0.0,175.19,16.1,54.81,1,1,1.0
15,2,97.1,0.01,222.39000000000001,68.61,1,1,1.0
15,3,317.8,1.64,388.04,109.16,1,1,1.0
15,5,698.77,139.91,261.23,120.78999999999999,1,1,1.0
15,6,0.0,175.19,35.3,62.91,1,1,1.0
16,2,97.1,0.01,222.32000000000002,68.55,1,1,1.0
16,3,317.8,1.64,387.7,109.16,1,1,1.0
16,5,659.19,133.8,268.30999999999995,115.69999999999999,1,1,1.0
16,6,0.0,171.1,50.5,79.1,1,1,1.0
17,2,97.1,0.01,222.26000000000002,68.47999999999999,1,1,1.0
17,3,317.42,1.52,387.7,108.9,1,1,1.0
17,5,621.64,126.67,260.15999999999997,110.63000000000001,1,1,1.0
17,6,0.0,171.1,73.8,95.29999999999998,1,1,1.0
18,2,97.1,0.01,222.20000000000002,68.42,1,1,1.0
18,3,317.03,1.4,387.70000000000005,108.63,1,1,1.0
18,5,583.1,121.6,252.0,105.6,1,1,1.0
18,6,0.0,167.0,92.1,112.60000000000002,1,1,1.0
19,2,97.1,0.01,222.13000000000002,68.35,1,1,1.0
19,3,316.65,1.29,387.70000000000005,108.36,1,1,1.0
19,5,549.61,117.54,241.89,100.55999999999999,1,1,1.0
19,6,0.0,173.09,115.4,121.71000000000001,1,1,1.0
20,2,97.1,0.01,222.07000000000002,68.28999999999999,1,1,1.0
20,3,316.27,1.17,387.70000000000005,108.1,1,1,1.0
20,5,516.1,111.5,234.79999999999995,100.5,1,1,1.0
20,6,0.0,177.15,141.8,130.85,1,1,1.0
21,2,97.1,0.01,222.00000000000003,68.22,1,1,1.0
21,3,315.88,1.05,387.70000000000005,107.83,1,1,1.0
21,5,482.61,108.46,230.78999999999996,91.34000000000002,1,1,1.0
21,6,0.0,189.3,167.1,128.8,1,1,1.0
22,2,97.1,0.01,221.94000000000003,68.16,1,1,1.0
22,3,315.5,0.94,387.70000000000005,107.56,1,1,1.0
22,5,453.18,101.35,224.69,94.45000000000002,1,1,1.0
22,6,0.0,196.4,196.5,139.99999999999997,1,1,1.0
23,2,97.1,0.01,221.88000000000002,68.08999999999999,1,1,1.0
23,3,315.12,0.82,387.70000000000005,107.30000000000001,1,1,1.0
23,5,428.83,98.3,209.46999999999997,90.39999999999999,1,1,1.0
23,6,13.19,206.5,213.71,145.10000000000002,1,1,1.0
24,2,97.1,0.01,221.81000000000003,68.03,1,1,1.0
24,3,314.73,0.7,387.69999999999993,107.03,1,1,1.0
24,5,399.4,91.2,206.39999999999998,90.39999999999999,1,1,1.0
24,6,33.49,213.6,227.90999999999997,155.20000000000002,1,1,1.0
25,2,97.1,0.01,221.75000000000003,67.96,1,1,1.0
25,3,314.35,0.58,387.69999999999993,106.77,1,1,1.0
25,5,375.04,88.15,196.25999999999993,85.35,1,1,1.0
25,6,57.84,226.8,244.16,164.3,1,1,1.0
26,2,97.1,0.01,221.69000000000003,67.89999999999999,1,1,1.0
26,3,313.97,0.47,387.69999999999993,106.5,1,1,1.0
26,5,349.67,82.06,196.25999999999993,85.35,1,1,1.0
26,6,84.23,235.93,256.37,173.46999999999997,1,1,1.0
27,2,97.1,0.01,221.62000000000003,67.83,1,1,1.0
27,3,313.58,0.35,387.7,106.23,1,1,1.0
27,5,331.4,78.0,181.0,85.35,1,1,1.0
27,6,111.63,243.04,275.67,190.76000000000002,1,1,1.0
28,2,97.1,0.01,221.56000000000003,67.77,1,1,1.0
28,3,313.2,0.23,387.7,105.97,1,1,1.0
28,5,310.09,75.97,170.81,82.33000000000001,1,1,1.0
28,6,138.02,256.23,298.98,201.96999999999997,1,1,1.0
29,2,97.1,0.01,221.50000000000003,67.69999999999999,1,1,1.0
29,3,312.82,0.12,387.7,105.69999999999999,1,1,1.0
29,5,287.76,71.9,169.84000000000003,78.28,1,1,1.0
29,6,170.49,274.5,324.31,210.10000000000002,1,1,1.0
29,7,909.7,183.56,50.299999999999955,64.41,1,1,1.0
30,2,97.1,0.01,221.42999999999998,67.64,1,1,1.0
30,3,312.43,0.0,387.7,105.43,1,1,1.0
30,5,270.59,67.61,163.41000000000003,77.19000000000001,1,1,1.0
30,6,213.43,283.09,348.96999999999997,231.61000000000007,1,1,1.0
30,7,859.2,176.0,100.79999999999995,71.97,1,1,1.0
31,2,97.1,0.01,221.37000000000003,67.57,1,1,1.0
31,3,312.38,0.0,387.75,105.38,1,1,1.0
31,5,251.96,66.36,158.43999999999997,74.74,1,1,1.0
31,6,248.21,305.4,388.68999999999994,234.10000000000002,1,1,1.0
31,7,818.21,159.85,141.78999999999996,88.11000000000001,1,1,1.0
32,2,97.1,0.01,221.31000000000003,67.50999999999999,1,1,1.0
32,3,312.33,0.0,387.8,105.33,1,1,1.0
32,5,232.08,65.12,155.92,68.47999999999999,1,1,1.0
32,6,304.1,329.0,399.87,211.0,1,1,1.0
32,7,773.49,144.95,186.51,112.94999999999999,1,1,1.0
33,2,97.1,0.01,221.23999999999998,67.44,1,1,1.0
33,3,312.27,0.0,387.86,105.27,1,1,1.0
33,5,215.94,63.88,150.95999999999998,67.22,1,1,1.0
33,6,351.3,346.4,414.78000000000003,193.60000000000002,1,1,1.0
33,7,730.02,135.01,229.98000000000002,117.89000000000001,1,1,1.0
34,2,97.1,0.01,221.17999999999998,67.38,1,1,1.0
34,3,312.22,0.0,387.90999999999997,105.22,1,1,1.0
34,5,202.27,57.67,141.06999999999996,64.72,1,1,1.0
34,6,403.47,370.0,459.53,168.76,1,1,1.0
34,7,689.03,120.1,249.87,119.1,1,1,1.0
35,2,97.1,0.01,221.12000000000003,67.30999999999999,1,1,1.0
35,3,312.16,0.0,387.96999999999997,105.16,1,1,1.0
35,5,182.4,57.67,141.07000000000002,64.72,1,1,1.0
35,6,459.4,397.3,457.01,142.7,1,1,1.0
35,7,648.04,115.1,241.16000000000008,105.5,1,1,1.0
36,2,97.1,0.01,221.04999999999998,67.25,1,1,1.0
